4.702591600000000094e-01,3.379794999999999883e-01,-8.230712999999999502e-01
4.690734699999999924e-01,3.357382400000000211e-01,-8.209960499999999772e-01
4.714508700000000219e-01,3.360437499999999744e-01,-8.251570499999999475e-01
4.726486200000000193e-01,3.354978599999999811e-01,-8.272534599999999960e-01
4.726486200000000193e-01,3.340981900000000171e-01,-8.272534599999999960e-01
4.726486200000000193e-01,3.326985199999999976e-01,-8.272534599999999960e-01
4.750624900000000039e-01,3.329908500000000049e-01,-8.314783000000000035e-01
4.750624900000000039e-01,3.315840400000000243e-01,-8.314783000000000035e-01
4.762786900000000045e-01,3.310225299999999815e-01,-8.336069600000000079e-01
4.775011499999999853e-01,3.304581300000000166e-01,-8.357465299999999875e-01
4.787298700000000018e-01,3.298908199999999735e-01,-8.378971200000000508e-01
4.787298700000000018e-01,3.284731499999999915e-01,-8.378971200000000508e-01
4.787298700000000018e-01,3.270554800000000095e-01,-8.378971200000000508e-01
4.787298700000000018e-01,3.256378200000000223e-01,-8.378971200000000508e-01
4.775011499999999853e-01,3.233879800000000193e-01,-8.357465299999999875e-01
4.799649699999999908e-01,3.236352800000000252e-01,-8.400588599999999628e-01
4.799649699999999908e-01,3.222139500000000267e-01,-8.400588599999999628e-01
4.812064200000000236e-01,3.216223999999999750e-01,-8.422317499999999457e-01
4.799649699999999908e-01,3.193713100000000193e-01,-8.400588599999999628e-01
4.812064200000000236e-01,3.187724100000000060e-01,-8.422317499999999457e-01
4.824543299999999868e-01,3.181703699999999801e-01,-8.444158400000000286e-01
4.837087400000000259e-01,3.175651999999999919e-01,-8.466113800000000245e-01
4.837087400000000259e-01,3.161328099999999863e-01,-8.466113800000000245e-01
4.837087400000000259e-01,3.147003899999999965e-01,-8.466113800000000245e-01
4.862371999999999805e-01,3.149054900000000101e-01,-8.510367899999999874e-01
4.875113699999999994e-01,3.142870400000000175e-01,-8.532669499999999685e-01
4.887922100000000047e-01,3.136653300000000200e-01,-8.555087399999999898e-01
4.900798199999999993e-01,3.130403199999999830e-01,-8.577624000000000359e-01
4.966210099999999739e-01,3.128065800000000007e-01,-8.692111399999999932e-01
5.006302000000000252e-01,3.138493299999999819e-01,-8.762282099999999518e-01
5.033391699999999469e-01,3.140570500000000043e-01,-8.809695800000000299e-01
5.047046499999999769e-01,3.134144799999999953e-01,-8.833595499999999934e-01
5.060775899999999661e-01,3.127684000000000020e-01,-8.857625099999999474e-01
5.060775899999999661e-01,3.112697600000000064e-01,-8.857625099999999474e-01
5.060775899999999661e-01,3.097710900000000267e-01,-8.857625099999999474e-01
5.074580300000000044e-01,3.091133200000000247e-01,-8.881785899999999900e-01
5.102415700000000331e-01,3.092979200000000040e-01,-8.930504900000000301e-01
5.130558600000000302e-01,3.094845399999999747e-01,-8.979761600000000232e-01
5.159013300000000468e-01,3.096732500000000110e-01,-9.029564900000000005e-01
5.173359499999999889e-01,3.090024000000000104e-01,-9.054673899999999831e-01
5.187785599999999997e-01,3.083277899999999905e-01,-9.079922999999999744e-01
5.187785599999999997e-01,3.067915399999999737e-01,-9.079922999999999744e-01
5.187785599999999997e-01,3.052552599999999727e-01,-9.079922999999999744e-01
5.202292200000000477e-01,3.045683200000000035e-01,-9.105313400000000223e-01
5.231550299999999654e-01,3.047320199999999923e-01,-9.156523300000000143e-01
5.246303100000000441e-01,3.040377499999999955e-01,-9.182344099999999454e-01
5.336598200000000070e-01,3.045296100000000061e-01,-9.340382799999999985e-01
5.351950500000000055e-01,3.038207900000000072e-01,-9.367253199999999724e-01
5.351950500000000055e-01,3.022359299999999860e-01,-9.367253199999999724e-01
5.367391099999999637e-01,3.015184399999999987e-01,-9.394278499999999532e-01
5.367391099999999637e-01,2.999289900000000064e-01,-9.394278499999999532e-01
5.367391099999999637e-01,2.983395500000000089e-01,-9.394278499999999532e-01
5.382921699999999587e-01,2.976087299999999880e-01,-9.421460000000000390e-01
5.430055900000000380e-01,2.986066600000000237e-01,-9.503956999999999544e-01
5.494200599999999879e-01,3.005071000000000270e-01,-9.616227099999999917e-01
5.494200599999999879e-01,2.988800999999999819e-01,-9.616227099999999917e-01
5.510474400000000550e-01,2.981335500000000249e-01,-9.644709799999999777e-01
5.526844899999999727e-01,2.973825600000000180e-01,-9.673362399999999583e-01
5.559879500000000085e-01,2.975135999999999892e-01,-9.731181300000000256e-01
5.576545000000000529e-01,2.967540000000000178e-01,-9.760349999999999859e-01
5.610178099999999501e-01,2.968824500000000199e-01,-9.819216699999999687e-01
5.610178099999999501e-01,2.952210900000000193e-01,-9.819216699999999687e-01
5.644219499999999501e-01,2.953409900000000254e-01,-9.878796899999999770e-01
5.678676400000000069e-01,2.954623699999999742e-01,-9.939104899999999798e-01
5.696063000000000098e-01,2.946802099999999980e-01,-9.969536100000000456e-01
5.713556400000000535e-01,2.938932799999999790e-01,-1.000015380000000009e+00
5.713556400000000535e-01,2.922013099999999919e-01,-1.000015380000000009e+00
5.748867399999999517e-01,2.923047500000000021e-01,-1.006195780000000095e+00
5.784617699999999862e-01,2.924095099999999836e-01,-1.012452960000000068e+00
5.784617699999999862e-01,2.906965000000000243e-01,-1.012452960000000068e+00
5.802660600000000279e-01,2.898848700000000167e-01,-1.015610810000000086e+00
5.839085000000000525e-01,2.899753999999999943e-01,-1.021986129999999937e+00
5.875970099999999752e-01,2.900671100000000169e-01,-1.028441909999999959e+00
5.894587599999999705e-01,2.892406000000000144e-01,-1.031700489999999970e+00
5.989474700000000373e-01,2.903492500000000032e-01,-1.048308009999999957e+00
6.008819899999999770e-01,2.895076600000000000e-01,-1.051693919999999949e+00
6.008819899999999770e-01,2.877282500000000187e-01,-1.051693919999999949e+00
6.028290400000000382e-01,2.868754299999999868e-01,-1.055101749999999949e+00
6.047887199999999464e-01,2.860170599999999896e-01,-1.058531759999999933e+00
6.067612199999999900e-01,2.851530600000000137e-01,-1.061984059999999896e+00
6.087466499999999447e-01,2.842834599999999878e-01,-1.065459010000000095e+00
6.107450700000000010e-01,2.834081099999999909e-01,-1.068956849999999958e+00
6.127566700000000033e-01,2.825269999999999726e-01,-1.072477579999999930e+00
6.147815599999999492e-01,2.816400800000000149e-01,-1.076021670000000041e+00
6.188718100000000222e-01,2.816812100000000152e-01,-1.083180550000000020e+00
6.209373500000000545e-01,2.807825800000000038e-01,-1.086795809999999918e+00
6.230167699999999975e-01,2.798779299999999970e-01,-1.090435389999999893e+00
6.272177100000000394e-01,2.799076999999999815e-01,-1.097787980000000108e+00
6.314756299999999545e-01,2.799378900000000225e-01,-1.105240460000000091e+00
6.357917800000000286e-01,2.799685000000000090e-01,-1.112794760000000105e+00
6.357917800000000286e-01,2.780857400000000257e-01,-1.112794760000000105e+00
6.379720599999999520e-01,2.771501199999999998e-01,-1.116610770000000086e+00
6.423777299999999801e-01,2.771617800000000242e-01,-1.124321939999999964e+00
6.468447400000000291e-01,2.771736100000000147e-01,-1.132140279999999999e+00
6.468447400000000291e-01,2.752580900000000108e-01,-1.132140279999999999e+00
